,bodyId,type,pre,post,size
56811,1965060557,,25,7,25281415
73846,2339370110,,37,147,124895644
75438,2369576092,,40,15,35372370
72628,2311793147,,5,0,3705763
35211,1481775911,,46,130,26494192
35651,1500235787,,4,1,4550502
6213,481842442,,0,20,3005137
65130,2150729875,,4,4,46722619
39105,1595054306,,8,8,8557951
4900,422725634,MBON06,1356,21000,3157840413
64000,2120312544,,56,35,34902092
60015,2031214373,,3,1,1952395
68563,2226204314,ORN_VC5,20,17,19526002
14753,790878989,,0,0,146172920
12258,695382686,,2,6,3567009
47174,1779562939,,16,12,11878662
71307,2282614626,,4,17,2597865
84311,2557926747,,3,2,3093978
40044,1624738441,,24,19,21858131
84504,2561777585,,0,39,5085703
67905,2216438695,,3,2,2622767
26800,1250946612,,16,9,10570789
32538,1414638360,,4,0,4358674
86846,2716261273,,2,2,2918157
28642,1293006629,LC9,153,394,429513654
90184,5813001893,,43,6,53097240
55975,1943224831,,7,17,6936731
73582,2336826947,,3,2,1261358
44336,1719953914,LC46a,174,321,370192419
50424,1842314654,,25,15,14695931
68214,2219547315,,7,18,5611015
35019,1480084042,LNO1,462,1337,576390069
76642,2380148694,,5,9,6110956
20814,1043022708,AVLP071,78,765,534384809
96285,5813078024,,8,3,456542462
53109,1887631141,,71,358,71315308
45627,1748217650,,22,63,29648790
69900,2253616876,,7,4,9950289
40808,1640753746,,2,10,2158540
32346,1410631868,PLP099,253,358,340458401
65929,2163577450,,14,19,24627273
47005,1777893371,,12,20,10845949
74741,2346717390,,5,2,4403375
45774,1749560044,,47,38,25904781
61139,2057171596,,6,22,5446185
49705,1823363190,ORN_DP1l,212,309,190640936
20190,1013066710,CRE071,623,1410,1233966102
8777,549377209,,22,23,17525567
49453,1817760642,,15,28,20649021
18292,925548084,FB4P_b,545,1356,642081078
22127,1103442991,,4,2,5766374
86956,2739785295,,0,14,3295519
89902,5812999645,ORN_VM4,42,61,34630730
9057,551091041,,3,0,1292856
64627,2131531795,,0,2,126072538
92912,5813023961,,3,2,32422473
42304,1672471022,,16,29,17045837
51744,1869282994,,32,119,106618448
54003,1907156409,LC4,234,552,499287905
10809,633541717,PFNp_a,36,143,133694712
24095,1169989859,PAM05,255,624,326669074
83222,2525138859,,2,7,2731141
87775,5812980750,,34,47,115848720
60525,2039735292,,2,8,939212
79940,2443033964,,58,38,113655018
44972,1730651473,ORN_DP1l,200,275,187383583
40235,1626922712,LPLC4,379,440,295960318
62927,2092402876,,1176,43,1252902615
82911,2522073564,,0,0,43628504
73080,2316364452,,2,3,2788358
88187,5812983128,LAL005,119,372,334671584
17848,915610423,vDeltaD,97,465,238462827
690,267223027,SLP259,234,1388,942331832
4024,390784516,,3,22,9367077
40911,1652401932,,69,79,63940083
7395,518329861,,5,7,6877081
53282,1889374409,,4,1,4201361
52402,1876747585,,10,11,5377133
9624,579070014,,7,4,4301519
20424,1033360444,,0,0,38193719
70962,2279541431,,31,21,16901539
49448,1817759497,,11,14,9340827
28035,1283522662,VES063,215,120,257629287
1196,295805243,LHPV5h1,69,199,196750864
63885,2118559758,,121,233,134766137
51267,1853232195,,0,0,35063203
17691,912390224,LHPV2f2,139,398,363929601
64869,2137856225,ORN_VA7m,67,97,34892497
68780,2240324543,,0,1,56298728
88335,5812986257,MC64,49,47,57452692
39946,1623366288,,22,11,10224954
2290,328714109,,2,10,5326268
89028,5812992723,,72,108,54070195
68732,2229973318,ORN_VA2,23,25,15251084
10757,632544268,EPG,432,3959,1117114642
91307,5813008227,,44,5,59545825
62251,2073511487,,2,5,1518375
65959,2164272016,,0,0,54553752
80390,2462110671,,41,162,530211265
42896,1689993656,LPLC1,263,398,344432622
7515,519689333,,26,64,39852240
56090,1946686578,,0,0,51036137
39822,1621374680,,0,0,85044276
78281,2410842320,,8,15,11533842
18078,919439475,,1,21,4507266
17337,891663788,LAL080,177,602,393852657
72484,2310774148,,2,1,578245
20834,1043233775,,0,11,1859440
39074,1594713476,,3,0,2807372
73022,2315363944,,2,1,143790
1122,295115628,SLP053,90,309,231199505
44966,1730456639,,0,0,149273107
38266,1567094301,,3,23,10489707
64620,2131403290,,10,24,16579485
83978,2552370354,,0,0,21519484
48143,1793351401,DL2d_adPN,358,1001,720064739
78061,2407772786,,8,28,6396342
48488,1806871988,,37,138,88628414
63356,2099811900,,4,56,12987501
24056,1169147605,LC10,41,144,86274225
94530,5813046691,,21,0,10551875
4195,392484877,,5,10,6829316
94003,5813039336,LC12,133,186,239558107
32772,1420064859,,52,152,28979084
77230,2401367055,,4,32,6927259
53474,1901009429,,64,68,52346857
97824,5901232546,,96,377,120274792
85670,2622487295,,3,16,6070443
94814,5813049708,,186,1161,347618813
76014,2374001481,,9,1,5614347
14117,763752608,,176,139,152692511
9105,551445253,PAM04_a,271,1266,307715800
60163,2033264210,,0,13,1040493
43745,1703152105,,31,153,32745633
68331,2221239978,,15,14,16028383
38357,1568790273,,2,6,3972574
85864,2628285007,,4,1,5342575
20070,1010317114,,12,59,25607481
14740,790668518,,220,235,238594270
75510,2370266487,,6,4,2349673
89256,5812994416,,7,7,5766943
40802,1640723677,,0,2,281945379
54016,1907441407,,11,4,4832338
67974,2216870844,,0,5,176900371
44394,1720899019,,9,68,33344283
82721,2504145711,,7,1,6777295
15742,828826099,AVLP054,260,729,589554041
59421,2013363026,ORN_VA6,24,17,15405384
75795,2372364712,,39,41,20926087
695,267304783,PI1_a,12,743,4549190220
32896,1420906080,PS083,31,900,1014520129
32283,1409877968,,10,18,11552931
93615,5813034251,ORN_VL2a,86,115,77068556
28303,1286315568,PFNa,107,543,300802409
2513,330604760,LHAD2e2,421,733,878487233
97482,5901206247,ORN_VM4,43,39,29767261
38337,1568452701,,5,12,6643501
4645,420144040,,0,42,12636931
48833,1810891669,,0,108,56320198
9263,571666400,LHPD2b1_b,205,623,496666666
36686,1530450586,,544,265,651892406
3254,360479176,,0,11,7623872
26116,1225700718,,24,15,15922603
79444,2435889620,,5,65,42955200
69712,2251091497,,9,32,8298238
67027,2190886672,,5,28,7528060
62816,2090939751,,46,37,30632550
20112,1011185409,,52,39,63817781
29555,1321197180,,7,1,4635344
48696,1809273355,,22,25,24349087
61130,2056857268,,38,17,38978415
56379,1950390955,,60,245,42028631
76055,2374182784,,0,35,7156131
9755,580611301,KCab-m,188,528,234266068
82841,2520990043,,0,0,39766644
70578,2275819341,,5,8,5352848
67243,2196006288,,0,0,71822831
14682,789398359,SMP543,269,4069,2864339175
953,270771450,,46,116,22786870
3319,361109336,,1,30,12666896
48813,1810611771,,8,11,6713727
84345,2558949567,,5,16,10159161
6432,484735637,SLP330,188,258,440628511
60694,2041777262,,9,28,3002784
10154,605339755,,10,5,5802044
20775,1042215967,,8,4,5985546
24547,1189264680,PVLP103,258,703,398337773
6700,487795196,LHPV5b2_b,99,193,263257979
15618,825489724,CRE017,377,1439,567012991
71115,2280724051,,126,96,102778392
2449,330074324,,105,277,370960871
25445,1203809040,,138,329,86176544
1586,298952944,,325,296,404951863
82715,2504140951,,5,0,12065129
86644,2707380906,,4,1,6667004
10240,607441336,LHAV3e4_a,247,453,621120741
45357,1745463328,,4,10,6833816
64827,2136868422,,3,6,2165172
78810,2431684201,,13,79,17909410
90745,5813005071,ORN_VL1,81,98,84549849
1592,299043389,,31,152,246118983
75901,2373176691,,12,4,40155926
365,235657467,,27,23,34624371
27286,1257245650,LC32,82,133,215303173
73504,2335825913,,8,8,3882037
31241,1378824779,,31,9,207845288
23076,1137426492,MC64,63,44,75449963
4189,392389970,SMP153,509,1926,967291878
90780,5813005243,,99,8,122079277
5222,447440396,,0,1,83514237
48598,1808318558,LLPC2b,66,68,93064534
78912,2432414906,,21,18,8514258
62836,2091275857,,22,12,14996879
26764,1250268957,,1,23,6746610
31691,1389375222,,68,180,40927438
5448,451296383,SLP137,191,326,533070674
79421,2435781748,,9,3,3541982
32431,1412259287,,6,14,5094954
70016,2255658601,,5,10,4779629
54593,1915976358,,2,4,1476262
15697,828032776,,3,109,44969294
79274,2434784692,,5,6,5068708
45083,1732792610,,42,45,42546538
83918,2550864611,,5,1,3532772
96561,5813083781,,69,99,74300022
71421,2284178412,,4,3,3678515
81620,2491371782,,9,28,8728568
20591,1039146155,,57,42,36621701
54580,1915638697,,0,0,40325648
21379,1071212409,,6,2,4110287
81399,2472769210,,2,2,1920973
62533,2085673135,,23,10,97668619
1146,295137392,SLP419,57,278,190762167
81840,2493076634,,5,44,15991577
68025,2217488957,,51,37,24251751
41919,1668616407,ORN_DC2,170,232,143848336
78094,2408106128,,7,15,8668769
56219,1948656252,,55,58,32798762
70630,2276471953,,8,35,20141959
68614,2227352012,,0,0,129331435
55960,1942883530,,8,7,7264702
35601,1499890369,,1,14,6353884
91047,5813006863,,20,13,21770708
81834,2493024733,,3,7,1772900
57088,1968500891,,6,8,6986869
83287,2525782240,,5,3,3397166
76345,2376405707,,9,6,10326580
67922,2216452584,,17,10,10505020
76747,2384750665,,180,136,243547555
69355,2247841195,,1,11,1685270
56237,1948719897,,0,0,66995798
47789,1787071089,,26,24,24784786
53244,1889029383,,7,13,6618730
1343,297192193,SLP203,68,347,296484382
94021,5813039424,ORN_VC5,52,48,102700909
39434,1600165897,,7,2,3794194
91308,5813008228,,2,12,8777401
77803,2405423890,,3,2,1207859
42872,1689842786,,75,114,80204922
6691,487671099,,7,9,4540401
91929,5813013848,,96,142,127266150
96475,5813082175,PAM12,134,694,167259973
72340,2309548874,,3,8,3382664
53908,1906132756,,36,103,35089582
85588,2620440857,,5,2,2498286
68874,2242384659,,0,38,6403106
21956,1100788127,hDeltaB,729,2494,1275612857
87816,5812981038,KCg-m,264,744,378921258
93007,5813024629,,2,1291,530310532
32169,1408198688,,24,22,18563764
75356,2368894013,,3,20,5780474
55930,1942244524,,59,195,96777383
65962,2164285186,,0,0,75950472
62833,2091078020,WED032,77,277,323714455
19436,980153950,,2,6,3213958
5985,477788421,,0,0,80455235
41283,1656683728,,122,51,105460873
67048,2191426930,,39,6,24529215
84046,2553407267,,2,11,1406320
50130,1838594496,,36,28,27736927
48117,1793019211,ORN_DP1l,222,280,203554742
21192,1068483633,,11,0,4571399
90944,5813006265,,21,8,16088230
54910,1920038474,,67,100,62157938
61447,2061605287,,3,9,3469467
20668,1039837481,,9,6,4411337
72931,2314336462,,24,30,19262878
8665,548718226,,66,132,91968431
83705,2533475300,,32,22,34289870
71254,2281941052,,8,2,2700106
6851,509626405,VP1l+_lvPN,207,449,494458742
55898,1941567660,,11,31,39382707
78261,2410350019,,3,35,16952561
77893,2406076260,,12,12,11780842
63383,2100485057,,4,4,4927001
6578,486665449,,2,8,3053513
13561,737218956,CL049,84,258,325693152
45697,1748895523,,31,27,16717827
35058,1480524421,AVLP407,258,825,558581406
75793,2372356013,,44,50,29798992
71588,2287255167,,11,7,13633000
55260,1932817182,,10,375,157303137
62216,2073075444,ORN_VC4,65,102,34204470
8813,549521047,LHAV2k2,223,610,336283233
93289,5813026703,AVLP491,88,681,1087135427
59143,2009611976,TRN_VP1m,315,510,248345805
67810,2215415773,,2,2,1202375
88748,5812990472,,94,232,128374880
58410,1997848213,,57,39,53781021
20294,1015601056,,182,87,95288474
8517,547702917,,21,15,27593316
83283,2525622928,,0,16,596543
57721,1980048714,,10,25,6800298
84229,2555496118,,2,4,1802088
70611,2276160883,,5,7,4282488
46001,1751956885,,13,11,7626124
47296,1780595613,,57,30,40794262
48422,1797789401,ORN_DA1,79,122,84918356
87176,2770159038,,2,0,821629
20803,1042888556,,9,50,22946995
95901,5813068595,,3,90,42924725
3861,388975834,SMP462,369,3569,2344439861
58571,2000519681,,7,13,6145017
9162,551989415,LHAD1b1_b,205,526,500418966
2107,327242287,SMP373,366,1628,1040904280
8663,548717996,,108,61,77658497
66915,2189155784,,2,1,1470678
74742,2346717772,,16,12,6666122
13974,760604568,LHAD1a2_b,293,438,452112043
78379,2427056901,,2,7,30619149
29131,1315075219,,33,23,28125445
10331,609168709,LHAV2e2,251,438,395692464
21077,1049722488,,9,6,4133867
29636,1322674056,PVLP056,30,443,452232221
14019,761236545,LHPV4a7_e,102,177,236675876
70299,2272728433,,15,22,21552258
52804,1883468979,ORN_VC3l,49,54,55596029
16398,858933153,FB4A,145,1506,397631268
90213,5813002032,,69,44,54777085
49536,1820005073,LAL082,1002,1419,2305715087
40113,1625671356,,13,413,301343884
16842,881458181,PFL1,5,1288,930498996
74307,2342811007,,0,68,120103742
55047,1921588005,ORN_VA1d,67,96,59576498
39521,1602402027,LAL092,84,644,232134079
68074,2218144471,,6,2,1963072
60759,2042464261,,2,9,624813
38667,1588941283,,1,0,101689847
75468,2369702303,,76,23,93493729
65098,2150337423,,27,34,24538832
33865,1449752935,,1,107,67519354
13943,760181166,,3,2,17597792
92677,5813022339,SMP394,252,1317,576837282
1390,297588821,,43,399,367442795
73979,2340440431,,0,15,2869772
7077,513323340,LHPV4b3,100,358,215878640
78937,2432707263,,13,19,13560087
43920,1715265239,,420,89,289500884
33862,1449718313,,73,151,31593217
13132,729742221,MDN,5,1239,1186707219
70437,2274416454,,4,15,11470392
87344,2801867412,,0,15,1881007
6821,508819030,,6,29,100758191
56713,1963726096,,1,117,1280594549
80707,2464481390,,6,23,7794020
79460,2436092819,,5,1,3065960
33852,1449709627,,77,145,42647730
21590,1074860678,FB4Z,133,1208,304873416
96547,5813083549,,109,37,72586192
75466,2369663186,,6,37,14770560
53972,1906802974,,44,106,37273979
92335,5813019560,SMP562,281,1193,728831901
95206,5813056586,,12,1168,1264916576
16160,852414623,CL014,264,1073,917792596
48256,1795091692,ORN_DC1,167,289,140282728
38592,1575274412,,3,1,3564628
47886,1788921987,WED153,176,344,399730092
67707,2214392997,,17,9,15010969
62905,2092299697,,6,9,3043964
295,207008856,,2,3,3684892
41884,1667933593,,12,24,30008263
29401,1318810122,,2,5,1421903
60013,2031213820,,0,15,1900150
29920,1343732093,LC15,179,319,256785804
65916,2163237146,,10,27,23729079
95365,5813057973,SMP388,578,2364,1494791978
36514,1528219234,,27,22,16969666
96675,5813090944,LHAV4h1,118,195,286928657
80891,2465754561,,32,22,20435761
53810,1905044990,,5,2,4148282
17707,912627075,,3,4,1384410
56347,1950015840,,1,21,2867036
60227,2033954923,,4,3,1491672
36893,1532695435,MC64,69,73,79093507
60292,2034965925,,7,0,3316405
81702,2492048787,,15,19,4819831
96731,5813094811,CRE103,361,1032,800104339
95071,5813055389,,6,2,5523137
51279,1853560901,,9,3,4379740
54025,1907455517,,0,17,3903602
7538,519900699,KCab-s,243,527,298223678
2546,330808273,,2,5,2381752
97102,5901118380,PS255,23,425,281236142
8546,548030375,,11,31,15669096
64466,2127659983,,3,30,19178971
76404,2377079086,,13,50,13216526
29809,1341326604,,0,0,57363179
63655,2105833170,,2,0,1076522
94260,5813041771,,24,85,80513278
51304,1853909898,,0,0,38028226
75053,2353033340,,129,95,164139720
50709,1845056919,,41,26,22854093
38479,1572373099,LAL194,350,1618,905377964
47768,1786725527,,12,33,34677386
68913,2242902602,,45,23,33440785
31043,1375773531,,58,35,34888755
41075,1654404806,,38,27,22132010
46951,1777301335,,565,218,607743207
92454,5813020828,MBON18,673,13026,1926627703
17109,885943925,FB9A,72,169,232812174
74639,2345374718,,34,12,24605537
34115,1451781640,,41,83,21536768
56834,1965142604,,87,145,72293502
97372,5901202219,AVLP377,233,764,401184849
88089,5812982566,,103,55,170980222
69573,2249598591,LC15,82,77,70756388
36423,1514563742,,4,21,1386453
49406,1817418860,,7,13,6261012
56349,1950024224,,29,32,38776313
83946,2551688161,,0,0,41380453
50329,1841174731,,88,43,85530561
94650,5813047717,PI1_b,9,827,3439659770
12883,723508095,KCg-d,181,435,283629717
28326,1286747401,,0,19,2701812
40384,1629163274,,51,30,36347338
27864,1280958118,,7,63,24744998
34154,1452157249,,11,47,3363905
78201,2409283844,,37,22,48925121
85142,2591711630,,2,12,3075587
12355,698046216,,0,0,120691291
60099,2032431338,,114,39,342038959
78231,2409827453,,6,6,5260968
20950,1046411173,AOTU058,108,232,249764997
6370,483711811,SLP187,101,259,339977749
30621,1354278371,,2,0,8477575
80445,2462499821,,55,81,183234340
56752,1964365291,,2,3,18479055
85289,2595544567,,8,8,8147387
50404,1841979315,,8,27,9063996
97801,5901230624,PS087,27,88,241453348
73481,2335463226,,48,50,35480003
58503,1999194842,,0,19,3824563
60644,2041108888,,0,17,677462
50353,1841373683,,7,9,20871323
63648,2105794119,ORN_VC2,61,70,55560361
55055,1921605218,ORN_VA1d,83,92,83803589
43830,1713586390,,3,1,2006545
42457,1684447437,,122,243,151630210
94539,5813046741,,92,53,115637467
4253,393171256,SMP172,174,367,253086523
96328,5813078214,,13,58,30632598
84818,2582209518,,6,1,5381710
79670,2437202110,,0,32,22799062
42777,1688164533,LPLC2,238,396,341405678
64885,2138197298,ORN_VA7m,102,132,50170758
18250,924054815,,121,218,134893760
87191,2771173422,,7,5,8248114
9922,582494019,,11,43,8380698
19448,980491200,,1,11,1472636
24441,1174712037,KCg-m,252,734,352496458
16808,880875840,PFL2,398,2712,1069803729
42535,1685435288,,3,22,8728540
82204,2495814342,,3,3,1175698
15267,816793825,,4,5,5227271
2441,329970706,SMP186,777,1723,2085063558
64639,2131752525,,2,0,3758171
6781,489043331,,6,12,8601368
19375,978724517,vDeltaC,107,698,236745112
86509,2685567455,,2,21,7149835
70057,2256341517,,8,27,11685727
62732,2089912489,,3,1,1649720
89929,5812999864,,24,58,48216074
68200,2219509071,,23,17,15526754
34906,1475685840,,14,23,6808135
16112,851317951,LHAV4a3_a,224,469,355153728
80167,2460427577,,43,20,43416073
13928,759960572,PLP180,397,952,770481283
33554,1443238597,FC1E,110,530,178614359
31176,1377818704,,9,50,19211235
77411,2402514612,,0,24,2085783
6301,482684855,LHPV11a1,10,475,483931596
37747,1560980992,,22,32,19369495
26995,1253333210,,9,2,5953745
95436,5813060293,,44,144,92585746
12649,704561517,,7,69,33925630
9836,581440626,,145,262,240149991
10696,631266465,,0,0,55500878
55978,1943237960,,3,0,1403114
2391,329560716,SLP209,1130,1854,1432935518
83166,2524483546,,5,3,1485469
966,270775603,,35,97,22416607
70266,2271886356,,6,0,3999582
5169,426282736,,15,47,11216416
66452,2183388745,,7,27,6593149
72953,2314659226,,7,6,5190449
63889,2118564100,,6,8,7485572
24863,1194652595,,11,80,26120297
93988,5813039231,,94,595,99884557
68556,2225996405,,0,0,35033207
83078,2523719292,,3,3,2164771
27680,1264583881,,3,7,3660744
13631,738120785,,0,0,45805129
6606,486992373,,1,20,1510671
66337,2181678817,,26,17,36292356
76983,2398983514,,26,11,11071278
16871,881933353,,75,39,165024641
38972,1593362850,,6,20,5904736
94834,5813049951,,275,127,249425958
16520,861005020,CRE029_b,255,757,642112276
43535,1700777256,,12,25,3930797
10741,632091116,KCg-d,225,578,361932696
6151,481112669,PFL2,418,2852,1542373100
44214,1718517389,,4,8,3676798
12622,704216501,,19,35,22028815
3306,360954739,SLP015_e,161,487,520138154
10823,634038998,LHAD3b1_g,88,76,268333469
76053,2374170073,,61,50,124464025
61143,2057180750,,51,24,23505464
12791,706520453,SMP054,851,4532,2169617315
73264,2318752011,,2,0,3740476
57031,1967819501,,6,2,2971483
35366,1497178926,,11,7,5826109
49526,1819793095,,7,1,3777789
46401,1757391269,,3,7,11925514
34270,1467111071,OCG07,7,14,322382024
4878,422497047,,8,23,9863789
78786,2431374227,,21,14,11722205
87260,2774829729,,0,0,89257776
40746,1639243580,VP1d_il2PN,609,2158,961970835
72713,2312427432,,69,19,73072373
71146,2280931409,,2,0,596952
3785,387403545,,0,0,100446198
95603,5813062617,KCg-m,261,804,407253275
72898,2313995301,,11,24,14156657
14475,770952011,CRE038,143,507,557020698
90615,5813004413,,21,19,10779254
42659,1686752034,,3,134,26662112
71132,2280897005,,7,10,4249339
32878,1420755372,,46,98,24423650
73172,2317409170,,0,0,30479962
58183,1995460800,,65,66,45596084
80798,2465059877,,2,7,9648014
33497,1441956741,LC12,131,127,86478761
38238,1566748019,,13,7,8714258
16579,861470873,,6,23,2836014
25995,1223662726,,0,0,110758799
89445,5812996090,ORN_VA1v,52,47,55325118
52015,1872663171,,9,2,6171362
14594,787459972,,4,33,10072623
93182,5813026037,,1,1406,1412453958
94771,5813049102,IB053,329,487,627016680
31197,1378169787,,24,15,21277042
33681,1446019084,,11,2,7475941
38048,1564136459,AOTU049,306,1056,626151352
6483,485585976,SMP177,1966,7757,2422546196
87853,5812981237,SMP240,467,1125,999540052
36053,1505753240,LC24,74,104,100503116
75254,2367590212,,30,29,24564666
74431,2343670277,,3,4,2842570
1736,301124284,,30,80,19350080
15822,830431851,,9,22,5141165
62924,2092343963,,64,131,119820480
45705,1748985942,LLPC2a,71,46,92316162
67465,2210991446,,5,58,67134664
47811,1787541322,,39,181,200429077
70506,2275133320,,2,5,4562060
74814,2347624724,,2,1,2098763
12931,724522447,KCg-m,256,724,350326467
87064,2743194978,,7,0,11798447
33643,1445112287,AVLP462,145,451,334254317
35715,1500931062,,8,5,3829688
90318,5813002610,,47,210,94475429
51221,1852408408,,192,115,240012983
74932,2349104625,,46,25,38940694
76522,2378434670,,9,35,28530756
72236,2308572458,,17,8,14837013
9489,576574889,SMP052,454,3931,1633772127
1246,296203623,SLP265,167,557,356659340
30023,1344768105,,39,221,51140787
87442,5812978900,,91,152,103164375
46752,1764889463,,11,14,5128156
46734,1764548577,,4,19,2779037
23716,1163552692,FC1D,132,442,315573866
65300,2153009534,,47,39,34546880
62492,2076494885,ORN_VA7m,31,58,41163139
69938,2254294942,,3,1,2286282
49865,1826492720,ORN_DM6,122,192,107442637
91944,5813014029,TuBu07,66,392,242536960
19530,983067799,FS1A,85,1179,270617598
21559,1074476096,AVLP121,281,311,506237559
34063,1451117380,,65,170,41675639
36986,1534012356,,115,70,67950564
31570,1387095695,AVLP219,112,1012,690495172
86783,2713183070,,14,10,7541312
79418,2435776715,,9,1,2179881
18106,920125857,,18,4,6971169
38073,1564399630,,1,212,209591499
26635,1235577694,,168,398,86106421
35009,1479764681,,56,54,29706392
72956,2314663755,,40,88,33558212
19484,981912219,,97,104,135805654
76233,2375426500,,30,52,20216596
66868,2188487563,,24,76,23200938
69984,2254977811,,11,21,19830575
820,269027037,,0,0,33499622
23505,1159547419,,31,26,20444911
50999,1848791017,,2,19,1624991
88989,5812992314,,2,2,2742493
88842,5812991258,,38,37,21352350
14237,766319932,,13,94,29643623
79951,2443733250,,14,9,28276575
39016,1594001186,,25,13,15139861
83417,2527638971,,5,12,7322869
89957,5813000063,,56,91,43873757
40368,1628840986,,86,76,69279211
36162,1508274264,PS023,198,615,330824855
65240,2152328494,,47,56,30112024
80054,2459097739,,1,18,5627811
17052,885328206,,0,26,27341165
84891,2584838458,,0,0,21718437
33940,1450404578,,59,114,28059948
75331,2368544641,,39,41,31040215
75099,2364999639,,3,4,2438389
5979,477438683,,0,0,106314969
16129,851715547,PLP152,348,322,507473027
59552,2023624311,,0,0,85337702
66835,2188132884,,3,2,1743488
56413,1950736296,,19,89,10695636
21282,1069983022,AVLP587,184,282,385497698
50505,1843343094,,15,12,8500918
54178,1909185791,,151,112,112525678
56968,1966839219,,38,55,33501455
84268,2556644877,,16,4,6962038
61190,2057931723,,73,67,71091716
38480,1572377812,,46,49,80998998
30329,1348169246,,45,65,56159848
21957,1100792636,FB4Y,1763,4658,1949749132
64410,2126590043,,24,1219,422253500
57273,1971181953,,4,2,1784612
57097,1968515025,,35,36,24772428
9731,580403588,,1,24,5179470
53754,1904376543,,0,17,581233
1742,301128335,,9,18,5740740
96140,5813076043,FB5D,551,2573,695440646
53611,1902688915,,65,64,33363888
33141,1437156934,,36,25,24698949
29962,1344214794,,320,182,314962028
47293,1780587325,,7,5,8057287
52486,1878107121,,125,88,135999617
80646,2464105752,,38,59,27730054
60443,2037392283,,6,15,6941480
66495,2184057062,,34,33,22681709
31690,1389375168,,66,158,29548461
46712,1764168133,,36,46,62729032
33739,1447724560,,53,69,92764497
33035,1435489245,,18,43,28894177
50128,1838585466,,44,24,40662727
24994,1197390448,,167,138,203540091
65846,2161876786,,13,14,13804941
87204,2771523224,,5,0,10539834
25873,1222613568,,0,31,15872607
89382,5812995491,,47,36,25733529
27772,1266932289,,134,294,69212210
47040,1778203247,,7,59,18733243
42806,1688540078,,35,89,36510683
95360,5813057942,KCa'b'-m,278,759,450117799
77516,2403352663,,8,2,3891496
41804,1666915286,ORN_DP1m,466,669,451308798
80598,2463751750,,3,9,3869884
78986,2433053703,,3,0,2123282
36630,1529613123,,40,28,25463223
48959,1812316962,,51,48,34713827
4256,393201693,,2,6,2345669
49498,1818597252,,412,53,384442417
42798,1688509613,,4,17,9957257
86739,2711814467,,4,0,5955673
38803,1591329589,,60,62,47217315
11652,669512877,PLP067,249,590,557958030
27036,1253665977,,7,5,3238300
31944,1405482215,,26,30,17959362
23120,1138453852,MC61,30,55,33345599
23170,1139148900,MC64,87,97,78503137
40915,1652518899,,0,39,14558824
85032,2588992648,,10,0,12390676
19041,956621759,,9,1,2385597
76610,2379682167,,2,0,2038589
39228,1596764923,,30,12,16424927
74488,2344170485,,30,9,28194511
32053,1406824349,,61,55,38218898
68435,2223601328,,7,29,10112638
70055,2256341098,,4,4,6554314
96513,5813082948,FS4A,80,556,202436150
82362,2497178393,,3,1,3174051
47363,1781290986,,43,58,36090085
52031,1872775428,,54,326,112745608
76101,2374419434,,12,19,32063936
16431,859498523,,168,126,312583780
83894,2538586368,,0,0,416476601
41389,1657842079,,95,108,85579898
50078,1837540084,,32,31,25757877
21503,1073504644,PFR_b,271,2215,737078778
62975,2093296267,,5,2,3831873
64451,2127427213,,4,1,1538246
94171,5813040762,,3,103,41651721
43247,1697026788,,0,15,3439502
12358,698102818,,2,5,7486188
37483,1543898884,,4,0,2025863
51546,1858317826,,8,36,6141592
54594,1915979774,,0,0,52189260
67124,2193589496,,7,2,8115566
86195,2657247980,,0,12,1449210
79805,2438462935,,10,7,5557472
49495,1818473569,LC17,228,541,401891289
75170,2366497716,,32,30,34604960
10098,604476368,CL207,138,1202,1872610429
82179,2495528533,,7,13,101234173
35288,1483179247,,29,78,18074238
93511,5813033346,,33,38,46972231
27643,1263098627,,108,248,95574960
84615,2564099656,,3,11,7671171
95601,5813062604,,62,145,40821962
79848,2439196455,,2,3,1713554
90983,5813006505,,17,62,36080660
27305,1257595127,,521,463,497531007
86609,2705680159,,0,27,24762852
60923,2044186236,,4,5,1600106
56945,1966609772,,272,55,201966983
91862,5813013079,,4,12,31139839
10783,633097828,LHAV3q1,839,1599,1031237098
93793,5813035703,,103,419,320228479
79338,2435137875,,0,12,2286178
11713,670547617,AOTU009,604,3463,1673645998
63366,2100143986,,9,2,9753716
34794,1473379892,AVLP519,81,558,379884211
8384,546977514,LPN,422,366,611377935
31918,1405141287,,16,23,17113118
44441,1721255385,,30,11,19350600
15182,800264315,PAM04_a,268,1548,456132824
29349,1317441259,,2,2,85834914
36749,1530956436,,11,32,12336557
27652,1263327135,LC9,167,370,398121709
73180,2317599355,,5,5,5719917
701,267361519,,16,14,25208904
87971,5812981853,KCab-m,195,531,278837103
44202,1718451842,,36,13,18451648
37757,1561274054,,14,8,11980265
20228,1013917010,,3,10,2686933
36605,1529448753,MC66,861,233,847151317
7623,539983731,KCg-m,248,925,396433929
61275,2058955063,,115,144,147402652
66123,2168580625,,3,14,2579050
10399,610321430,SMP360,193,431,364799909
10815,633793553,LHAV3p1,724,1467,961599531
63147,2095710867,,20,21,18201627
29441,1319579283,LC16,115,135,203147281
46100,1753304082,,14,13,12147994
5705,454439022,SIP037,184,595,482686808
48913,1811652437,,32,28,15988922
9826,581358486,,130,126,149592717
5040,424547446,,5,0,5736984
94458,5813045885,,150,86,143667000
61878,2068426875,,9,22,12576935
